SectionID,Latitude,Longitude,OHEMas
DPH-DURG,21.3765,81.7391,810/29UP
DPH-DURG,21.3760,81.7389,811/1UP 
DPH-DURG,21.3755,81.7387,811/3UP 
DPH-DURG,21.3750,81.7384,811/5UP 
DPH-DURG,21.3745,81.7382,811/7UP 
DPH-DURG,21.3740,81.7379,811/9UP 
DPH-DURG,21.3735,81.7377,811/11UP
DPH-DURG,21.3730,81.7373,811/13UP
DPH-DURG,21.3725,81.7370,811/15UP
DPH-DURG,21.3721,81.7367,811/17UP
DPH-DURG,21.3716,81.7363,811/19UP
DPH-DURG,21.3711,81.7359,811/21UP
DPH-DURG,21.3706,81.7355,811/23UP
DPH-DURG,21.3701,81.7350,811/25UP
DPH-DURG,21.3696,81.7347,811/27UP
DPH-DURG,21.3692,81.7343,811/29UP
DPH-DURG,21.3687,81.7340,811/31UP
DPH-DURG,21.3683,81.7336,812/1UP 
DPH-DURG,21.3678,81.7333,812/3UP 
DPH-DURG,21.3673,81.7329,812/5UP 
DPH-DURG,21.3668,81.7325,812/7UP 
DPH-DURG,21.3663,81.7321,812/9UP 
DPH-DURG,21.3658,81.7317,812/11UP
DPH-DURG,21.3653,81.7313,812/13UP
DPH-DURG,21.3648,81.7309,817/15UP
DPH-DURG,21.3643,81.7305,812/17UP   
DPH-DURG,21.3638,81.7300,812/19UP
DPH-DURG,21.3632,81.7296,812/21UP
DPH-DURG,21.3627,81.7292,812/23UP
DPH-DURG,21.3622,81.7288,812/25UP
DPH-DURG,21.3617,81.7284,812/27UP
DPH-DURG,21.3612,81.7280,813/1UP 
DPH-DURG,21.3607,81.7276,813/3UP 
DPH-DURG,21.3602,81.7271,813/5UP 
DPH-DURG,21.3596,81.7267,813/7UP 
DPH-DURG,21.3591,81.7262,813/9UP 
DPH-DURG,21.3586,81.7259,813/11UP
DPH-DURG,21.3581,81.7255,813/13UP
DPH-DURG,21.3576,81.7251,813/15UP
DPH-DURG,21.3571,81.7246,813/17UP
DPH-DURG,21.3565,81.7242,813/19UP
DPH-DURG,21.3560,81.7237,813/21UP
DPH-DURG,21.3555,81.7233,813/23UP
DPH-DURG,21.3550,81.7230,813/25UP
DPH-DURG,21.3545,81.7226,813/27UP
DPH-DURG,21.3541,81.7223,814/1UP 
DPH-DURG,21.3537,81.7220,814/3UP 
DPH-DURG,21.3532,81.7215,813/5UP 
DPH-DURG,21.3527,81.7213,814/7UP 
DPH-DURG,21.3522,81.7209,814/9UP 
DPH-DURG,21.3517,81.7206,814/11UP
DPH-DURG,21.3511,81.7202,814/13UP
DPH-DURG,21.3505,81.7199,814/15UP
DPH-DURG,21.3500,81.7195,814/17UP
DPH-DURG,21.3494,81.7192,814/19UP
DPH-DURG,21.3489,81.7188,814/21UP
DPH-DURG,21.3483,81.7185,814/23UP
DPH-DURG,21.3477,81.7181,814/25UP
DPH-DURG,21.3472,81.7178,814/27UP
DPH-DURG,21.3466,81.7174,814/29UP
DPH-DURG,21.3461,81.7171,815/1UP 
DPH-DURG,21.3457,81.7168,815/3UP 
DPH-DURG,21.3453,81.7165,815/5UP 
DPH-DURG,21.3450,81.7162,815/7UP 
DPH-DURG,21.3446,81.7159,815/9UP 
DPH-DURG,21.3442,81.7155,815/11UP
DPH-DURG,21.3439,81.7152,815/13UP 
DPH-DURG,21.3435,81.7147,815/15UP
DPH-DURG,21.3432,81.7144,815/17UP
DPH-DURG,21.3430,81.7140,815/19UP
DPH-DURG,21.3426,81.7135,815/21UP
DPH-DURG,21.3423,81.7130,815/23UP
DPH-DURG,21.3421,81.7126,815/25UP
DPH-DURG,21.3419,81.7123,815/27UP
DPH-DURG,21.3416,81.7117,815/29UP
DPH-DURG,21.3414,81.7112,815/29UP
DPH-DURG,21.3411,81.7107,815/31UP
DPH-DURG,21.3407,81.7101,815/33UP
DPH-DURG,21.3405,81.7096,816/1UP 
DPH-DURG,21.3403,81.7093,816/3UP
DPH-DURG,21.3401,81.7089,816/5UP 
DPH-DURG,21.3399,81.7086,816/7UP 
DPH-DURG,21.3398,81.7084,816/7N/1UP
DPH-DURG,21.3396,81.7080,816/11NUP
DPH-DURG,21.3394,81.7077,816/11N/1UP
DPH-DURG,21.3392,81.7073,816/13UP
DPH-DURG,21.3389,81.7067,816/15UP
DPH-DURG,21.3386,81.7061,816/17NU
DPH-DURG,21.3383,81.7056,816/19UP
DPH-DURG,21.3380,81.7051,816/21UP
DPH-DURG,21.3377,81.7045,816/23UP
DPH-DURG,21.3375,81.7041,816/25UP
DPH-DURG,21.3372,81.7036,816/27UP
DPH-DURG,21.3369,81.7030,816/29UP
DPH-DURG,21.3365,81.7023,816/31UP
DPH-DURG,21.3362,81.7018,816/33UP
DPH-DURG,21.3359,81.7012,817/3UP 
DPH-DURG,21.3356,81.7007,817/5NUP
DPH-DURG,21.3354,81.7003,817/7NUP
DPH-DURG,21.3352,81.6999,817/11NU
DPH-DURG,21.3350,81.6995,817/15NUP 
DPH-DURG,21.3347,81.6990,817/17NU
DPH-DURG,21.3345,81.6986,817/19UP
DPH-DURG,21.3342,81.6981,817/21UP
DPH-DURG,21.3339,81.6975,817/23NUP
DPH-DURG,21.3336,81.6971,817/25UP
DPH-DURG,21.3334,81.6966,817/25NUP
DPH-DURG,21.3332,81.6962,817/27UP
DPH-DURG,21.3329,81.6956,817/2UP 
DPH-DURG,21.3326,81.6950,817/31UP
DPH-DURG,21.3322,81.6945,817/33UP
DPH-DURG,21.3319,81.6939,817/35UP
DPH-DURG,21.3316,81.6933,818/1UP 
DPH-DURG,21.3314,81.6928,818/3UP 
DPH-DURG,21.3310,81.6922,818/5UP 
DPH-DURG,21.3307,81.6917,818/7UP 
DPH-DURG,21.3305,81.6913,818/9UP 
DPH-DURG,21.3301,81.6907,818/11UP
DPH-DURG,21.3298,81.6902,818/13UP
DPH-DURG,21.3295,81.6898,818/15UP
DPH-DURG,21.3292,81.6894,818/17UP
DPH-DURG,21.3288,81.6890,818/19UP
DPH-DURG,21.3284,81.6885,818/21UP
DPH-DURG,21.3280,81.6881,818/23UP
DPH-DURG,21.3275,81.6875,818/25UP
DPH-DURG,21.3270,81.6871,818/27UP
DPH-DURG,21.3266,81.6867,818/29UP
DPH-DURG,21.3262,81.6862,818/31UP
DPH-DURG,21.3257,81.6857,819/1UP 
DPH-DURG,21.3253,81.6853,819/3UP 
DPH-DURG,21.3250,81.6849,819/5UP 
DPH-DURG,21.3248,81.6847,819/7UP 
DPH-DURG,21.3245,81.6845,819/9UP 
DPH-DURG,21.3242,81.6841,819/19UP
DPH-DURG,21.3238,81.6837,819/13UP
DPH-DURG,21.3235,81.6834,819/15UP
DPH-DURG,21.3230,81.6828,819/17UP
DPH-DURG,21.3225,81.6823,819/19UP
DPH-DURG,21.3222,81.6820,819/19NUP
DPH-DURG,21.3219,81.6817,819/21UP
DPH-DURG,21.3216,81.6814,819/23UP
DPH-DURG,21.3213,81.6810,819/25UP
DPH-DURG,21.3209,81.6805,819/27UP
DPH-DURG,21.3205,81.6801,819/29UP
DPH-DURG,21.3201,81.6796,819/31UP
DPH-DURG,21.3197,81.6791,819/33UP
DPH-DURG,21.3193,81.6786,820/1UP 
DPH-DURG,21.3189,81.6780,820/3UP 
DPH-DURG,21.3184,81.6775,820/5UP 
DPH-DURG,21.3180,81.6770,820/7UP 
DPH-DURG,21.3176,81.6765,820/9UP 
DPH-DURG,21.3171,81.6759,820/11UP
DPH-DURG,21.3167,81.6754,820/13UP
DPH-DURG,21.3163,81.6749,820/15UP
DPH-DURG,21.3159,81.6743,820/17UP
DPH-DURG,21.3154,81.6738,820/19UP
DPH-DURG,21.3151,81.6733,820/21UP
DPH-DURG,21.3146,81.6728,820/23UP
DPH-DURG,21.3142,81.6723,820/25UP
DPH-DURG,21.3138,81.6718,820/27UP
DPH-DURG,21.3135,81.6714,821/1UP 
DPH-DURG,21.3130,81.6708,821/3UP 
DPH-DURG,21.3127,81.6705,821/5UP 
DPH-DURG,21.3123,81.6700,821/7UP 
DPH-DURG,21.3119,81.6696,821/9UP 
DPH-DURG,21.3116,81.6691,821/11UP
DPH-DURG,21.3112,81.6687,821/13UP
DPH-DURG,21.3108,81.6683,821/15UP
DPH-DURG,21.3105,81.6678,821/17UP
DPH-DURG,21.3101,81.6673,821/19UP
DPH-DURG,21.3097,81.6668,817/21UP
DPH-DURG,21.3094,81.6664,821/23UP
DPH-DURG,21.3090,81.6659,821/25UP
DPH-DURG,21.3086,81.6654,821/27UP
DPH-DURG,21.3082,81.6650,821/29UP
DPH-DURG,21.3078,81.6645,821/29UP
DPH-DURG,21.3074,81.6639,822/1UP 
DPH-DURG,21.3070,81.6634,822/3UP    
DPH-DURG,21.3065,81.6629,822/5UP 
DPH-DURG,21.3061,81.6624,822/7UP 
DPH-DURG,21.3057,81.6618,822/9UP 
DPH-DURG,21.3054,81.6614,822/11NUP
DPH-DURG,21.3051,81.6611,822/13NUP
DPH-DURG,21.3048,81.6607,822/13N/UP
DPH-DURG,21.3045,81.6602,822/15NUP
DPH-DURG,21.3042,81.6599,822/17NUP
DPH-DURG,21.3039,81.6595,822/19NUP
DPH-DURG,21.3036,81.6591,822/21NUP
DPH-DURG,21.3032,81.6587,822/23NUP
DPH-DURG,21.3028,81.6582,822/25NUP
DPH-DURG,21.3024,81.6577,822/27NUP
DPH-DURG,21.3021,81.6574,822/29NUP
DPH-DURG,21.3018,81.6569,823/1NUP  
DPH-DURG,21.3014,81.6564,823/3NUP
DPH-DURG,21.3011,81.6560,823/5NUP
DPH-DURG,21.3008,81.6556,823/7NUP
DPH-DURG,21.3004,81.6552,823/7N/1UP
DPH-DURG,21.3003,81.6550,823/09UP
DPH-DURG,21.3000,81.6547,823/11NU
DPH-DURG,21.2997,81.6543,823/13NU
DPH-DURG,21.2995,81.6539,823/15NU
DPH-DURG,21.2991,81.6535,823/17NU
DPH-DURG,21.2988,81.6531,823/21NU
DPH-DURG,21.2985,81.6527,823/23NU
DPH-DURG,21.2980,81.6521,823/27UP
DPH-DURG,21.2976,81.6516,823/29UP
DPH-DURG,21.2972,81.6511,823/31UP
DPH-DURG,21.2968,81.6506,823/33UP
DPH-DURG,21.2964,81.6501,823/35UP
DPH-DURG,21.2961,81.6497,823/37UP
DPH-DURG,21.2959,81.6494,824/01UP
DPH-DURG,21.2956,81.6491,824/03UP
DPH-DURG,21.2953,81.6488,824/05UP
DPH-DURG,21.2949,81.6484,824/07UP
DPH-DURG,21.2946,81.6480,824/09UP
DPH-DURG,21.2942,81.6477,824/11UP
DPH-DURG,21.2938,81.6474,824/13UP
DPH-DURG,21.2934,81.6471,824/15UP
DPH-DURG,21.2931,81.6469,824/17NU
DPH-DURG,21.2928,81.6468,824/17UP
DPH-DURG,21.2927,81.6467,824/19UP
DPH-DURG,21.2923,81.6465,824/21UP
DPH-DURG,21.2920,81.6463,824/23UP
DPH-DURG,21.2916,81.6461,824/25UP
DPH-DURG,21.2913,81.6460,824/27UP
DPH-DURG,21.2912,81.6459,824/27/1
DPH-DURG,21.2908,81.6457,824/29/1
DPH-DURG,21.2905,81.6456,824/31UP
DPH-DURG,21.2902,81.6455,824/33UP
DPH-DURG,21.2900,81.6453,824/35UP
DPH-DURG,21.2897,81.6452,824/37UP
DPH-DURG,21.2893,81.6450,824/39UP
DPH-DURG,21.2891,81.6449,824/41UP
DPH-DURG,21.2887,81.6447,824/43UP
DPH-DURG,21.2882,81.6445,825/03UP
DPH-DURG,21.2877,81.6442,825/05UP
DPH-DURG,21.2872,81.6439,825/07UP
DPH-DURG,21.2868,81.6437,825/09UP
DPH-DURG,21.2863,81.6435,825/11UP
DPH-DURG,21.2859,81.6432,825/13UP
DPH-DURG,21.2854,81.6430,825/15UP
DPH-DURG,21.2848,81.6427,825/17UP
DPH-DURG,21.2842,81.6424,825/19UP
DPH-DURG,21.2837,81.6421,825/21UP
DPH-DURG,21.2832,81.6419,825/23UP
DPH-DURG,21.2826,81.6416,825/25UP
DPH-DURG,21.2821,81.6413,825/27UP
DPH-DURG,21.2816,81.6411,825/29UP
DPH-DURG,21.2811,81.6408,825/31UP
DPH-DURG,21.2806,81.6405,826/01UP
DPH-DURG,21.2801,81.6403,826/03UP
DPH-DURG,21.2796,81.6400,826/05UP
DPH-DURG,21.2791,81.6397,826/07UP
DPH-DURG,21.2786,81.6395,826/09UP
DPH-DURG,21.2780,81.6392,826/11UP
DPH-DURG,21.2775,81.6389,826/13UP
DPH-DURG,21.2769,81.6386,826/15UP
DPH-DURG,21.2764,81.6384,826/17UP
DPH-DURG,21.2759,81.6381,826/19UP
DPH-DURG,21.2755,81.6379,826/21UP
DPH-DURG,21.2751,81.6377,826/23UP
DPH-DURG,21.2746,81.6375,826/25UP
DPH-DURG,21.2741,81.6373,826/27UP
DPH-DURG,21.2736,81.6370,826/29UP
DPH-DURG,21.2730,81.6368,826/31UP
DPH-DURG,21.2724,81.6365,826/33UP
DPH-DURG,21.2719,81.6363,826/35UP
DPH-DURG,21.2715,81.6361,826/37UP
DPH-DURG,21.2710,81.6359,827/03UP
DPH-DURG,21.2704,81.6357,827/05UP
DPH-DURG,21.2700,81.6355,827/07UP
DPH-DURG,21.2694,81.6352,827/09UP
DPH-DURG,21.2689,81.6350,827/11UP
DPH-DURG,21.2683,81.6347,827/13UP
DPH-DURG,21.2677,81.6345,827/15UP
DPH-DURG,21.2672,81.6342,827/17UP
DPH-DURG,21.2666,81.6340,827/19UP
DPH-DURG,21.2661,81.6338,827/21UP
DPH-DURG,21.2657,81.6336,827/23UP
DPH-DURG,21.2651,81.6333,827/25UP
DPH-DURG,21.2645,81.6331,827/27UP
DPH-DURG,21.2638,81.6328,827/29UP
DPH-DURG,21.2634,81.6326,827/31UP
DPH-DURG,21.2629,81.6324,827/33UP
DPH-DURG,21.2624,81.6321,828/01UP
DPH-DURG,21.2620,81.6320,828/03UP
DPH-DURG,21.2615,81.6318,828/05UP
DPH-DURG,21.2611,81.6316,828/7UP 
DPH-DURG,21.2607,81.6314,828/09UP
DPH-DURG,21.2603,81.6312,828/11UP
DPH-DURG,21.2598,81.6310,828/13UP
DPH-DURG,21.2596,81.6309,828/15UP
DPH-DURG,21.2589,81.6306,828/19UP
DPH-DURG,21.2584,81.6304,828/25UP
DPH-DURG,21.2580,81.6302,828/27UP
DPH-DURG,21.2575,81.6300,828/29UP
DPH-DURG,21.2572,81.6298,828/31UP
DPH-DURG,21.2569,81.6297,828/33/1
DPH-DURG,21.2566,81.6296,828/35UP
DPH-DURG,21.2562,81.6294,828/37UP
DPH-DURG,21.2559,81.6293,828/39UP
DPH-DURG,21.2556,81.6292,828/41UP
DPH-DURG,21.2551,81.6289,829/01UP
DPH-DURG,21.2545,81.6287,829/03NUP
DPH-DURG,21.2540,81.6285,829/5UP 
DPH-DURG,21.2536,81.6283,829/7UP 
DPH-DURG,21.2533,81.6281,829/9UP 
DPH-DURG,21.2530,81.6280,829/11UP
DPH-DURG,21.2528,81.6278,829/13UP
DPH-DURG,21.2525,81.6276,829/1013UP
DPH-DURG,21.2523,81.6275,829/15NUP
DPH-DURG,21.2520,81.6273,829/17NUP
DPH-DURG,21.2518,81.6271,829/21NUP
DPH-DURG,21.2516,81.6269,829/23NUP
DPH-DURG,21.2513,81.6266,829/27NUP
DPH-DURG,21.2511,81.6265,829/29UP
DPH-DURG,21.2509,81.6263,829/31UP
DPH-DURG,21.2506,81.6260,829/35UP
DPH-DURG,21.2504,81.6257,829/37UP
DPH-DURG,21.2503,81.6255,829/39UP
DPH-DURG,21.2501,81.6252,829/43UP
DPH-DURG,21.2499,81.6248,829/45UP
DPH-DURG,21.2497,81.6244,829/47UP
DPH-DURG,21.2495,81.6240,829/51UP
DPH-DURG,21.2493,81.6235,829/53UP
DPH-DURG,21.2492,81.6230,829/55UP
DPH-DURG,21.2490,81.6226,830/1UP 
DPH-DURG,21.2489,81.6221,830/5UP 
DPH-DURG,21.2489,81.6216,830/7UP 
DPH-DURG,21.2488,81.6212,830/9UP 
DPH-DURG,21.2488,81.6207,830/13UP
DPH-DURG,21.2488,81.6202,830/15UP
DPH-DURG,21.2488,81.6197,830/17UP
DPH-DURG,21.2489,81.6192,830/19UP
DPH-DURG,21.2490,81.6187,830/21UP
DPH-DURG,21.2491,81.6182,830/23UP
DPH-DURG,21.2492,81.6175,830/25UP
DPH-DURG,21.2494,81.6169,830/27UP
DPH-DURG,21.2495,81.6162,830/31UP
DPH-DURG,21.2497,81.6155,830/33UP
DPH-DURG,21.2498,81.6149,830/35UP
DPH-DURG,21.2500,81.6142,830/37UP
DPH-DURG,21.2501,81.6135,831/1UP 
DPH-DURG,21.2503,81.6128,831/3UP 
DPH-DURG,21.2505,81.6122,831/5UP 
DPH-DURG,21.2506,81.6115,831/7UP 
DPH-DURG,21.2508,81.6108,831/9UP 
DPH-DURG,21.2509,81.6102,831/11UP
DPH-DURG,21.2511,81.6095,831/15UP
DPH-DURG,21.2512,81.6087,831/17UP
DPH-DURG,21.2514,81.6081,831/19UP
DPH-DURG,21.2515,81.6074,831/21UP
DPH-DURG,21.2517,81.6068,831/23UP
DPH-DURG,21.2518,81.6061,831/25UP
DPH-DURG,21.2519,81.6055,831/27UP
DPH-DURG,21.2521,81.6049,831/29UP
DPH-DURG,21.2522,81.6044,831/31UP
DPH-DURG,21.2523,81.6038,832/1UP 
DPH-DURG,21.2525,81.6033,832/3UP 
DPH-DURG,21.2526,81.6027,832/5UP 
DPH-DURG,21.2527,81.6020,832/9UP 
DPH-DURG,21.2529,81.6014,832/11UP
DPH-DURG,21.2531,81.6007,832/13UP
DPH-DURG,21.2532,81.6000,832/15UP
DPH-DURG,21.2534,81.5993,832/17UP
DPH-DURG,21.2535,81.5987,832/21UP
DPH-DURG,21.2537,81.5980,832/23UP
DPH-DURG,21.2538,81.5973,832/25UP
DPH-DURG,21.2540,81.5966,832/27UP
DPH-DURG,21.2541,81.5961,832/29NUP
DPH-DURG,21.2542,81.5956,832/31NUP
DPH-DURG,21.2543,81.5951,832/33UP
DPH-DURG,21.2544,81.5947,833/1UP 
DPH-DURG,21.2545,81.5941,833/3UP 
DPH-DURG,21.2546,81.5935,833/5UP 
DPH-DURG,21.2547,81.5929,833/7UP 
DPH-DURG,21.2547,81.5923,833/9UP 
DPH-DURG,21.2548,81.5917,833/11UP
DPH-DURG,21.2548,81.5911,833/15UP
DPH-DURG,21.2548,81.5904,833/17UP
DPH-DURG,21.2548,81.5899,833/19UP
DPH-DURG,21.2547,81.5893,833/21UP
DPH-DURG,21.2547,81.5887,833/23UP
DPH-DURG,21.2546,81.5880,833/25UP
DPH-DURG,21.2545,81.5873,833/27UP
DPH-DURG,21.2544,81.5866,833/29UP
DPH-DURG,21.2544,81.5859,833/31UP
DPH-DURG,21.2543,81.5852,833/33UP
DPH-DURG,21.2542,81.5845,834/3UP 
DPH-DURG,21.2541,81.5839,834/5UP 
DPH-DURG,21.2541,81.5832,834/7UP 
DPH-DURG,21.2540,81.5825,834/1UP   
DPH-DURG,21.2539,81.5818,834/13UP
DPH-DURG,21.2539,81.5812,834/17UP
DPH-DURG,21.2538,81.5807,834/21UP
DPH-DURG,21.2537,81.5800,834/25UP
DPH-DURG,21.2537,81.5795,834/29UP
DPH-DURG,21.2536,81.5791,834/31UP
DPH-DURG,21.2535,81.5786,834/35UP
DPH-DURG,21.2535,81.5783,834/35/1UP
DPH-DURG,21.2534,81.5777,834/39AUP
DPH-DURG,21.2534,81.5776,834/39UP
DPH-DURG,21.2534,81.5772,834/41AUP
DPH-DURG,21.2534,81.5768,834/43UP
DPH-DURG,21.2533,81.5763,834/45UP
DPH-DURG,21.2532,81.5758,834/47UP
DPH-DURG,21.2532,81.5752,835/1UP 
DPH-DURG,21.2531,81.5747,835/3NUP
DPH-DURG,21.2530,81.5741,835/3UP 
DPH-DURG,21.2530,81.5735,835/5UP 
DPH-DURG,21.2529,81.5728,835/8UUP
DPH-DURG,21.2529,81.5722,835/10UUP
DPH-DURG,21.2528,81.5717,835/10U/1UP
DPH-DURG,21.2528,81.5712,835/12UUP
DPH-DURG,21.2527,81.5707,835/13UUP
DPH-DURG,21.2527,81.5701,835/15UP
DPH-DURG,21.2526,81.5695,835/17UP
DPH-DURG,21.2525,81.5690,835/19UP
DPH-DURG,21.2525,81.5685,835/21UP
DPH-DURG,21.2524,81.5679,835/23/1UP
DPH-DURG,21.2523,81.5672,835/25UP
DPH-DURG,21.2523,81.5666,835/27UP
DPH-DURG,21.2522,81.5661,835/29UP
DPH-DURG,21.2522,81.5655,835/31UP
DPH-DURG,21.2521,81.5651,836/1UP 
DPH-DURG,21.2521,81.5646,836/3UP 
DPH-DURG,21.2520,81.5640,836/5UP 
DPH-DURG,21.2519,81.5633,836/7UP 
DPH-DURG,21.2519,81.5626,836/9UP 
DPH-DURG,21.2518,81.5619,836/11UP
DPH-DURG,21.2517,81.5612,836/13UP
DPH-DURG,21.2517,81.5605,836/15UP
DPH-DURG,21.2516,81.5598,836/17UP
DPH-DURG,21.2515,81.5592,836/19UP
DPH-DURG,21.2515,81.5585,836/21UP
DPH-DURG,21.2514,81.5578,836/23UP
DPH-DURG,21.2513,81.5571,836/25UP
DPH-DURG,21.2512,81.5564,836/27UP
DPH-DURG,21.2511,81.5557,837/1UP 
DPH-DURG,21.2511,81.5550,837/3UP 
DPH-DURG,21.2510,81.5544,837/5UP 
DPH-DURG,21.2509,81.5537,837/7UP 
DPH-DURG,21.2509,81.5530,837/9UP 
DPH-DURG,21.2508,81.5523,837/11UP
DPH-DURG,21.2507,81.5516,837/13UP
DPH-DURG,21.2506,81.5509,837/15UP
DPH-DURG,21.2506,81.5503,837/17UP
DPH-DURG,21.2505,81.5497,837/19UP
DPH-DURG,21.2504,81.5491,837/21UP
DPH-DURG,21.2504,81.5485,837/23UP
DPH-DURG,21.2504,81.5479,837/25UP
DPH-DURG,21.2504,81.5474,837/27UP
DPH-DURG,21.2504,81.5468,837/29UP
DPH-DURG,21.2504,81.5462,838/1UP 
DPH-DURG,21.2504,81.5456,838/3UP 
DPH-DURG,21.2504,81.5451,838/5UP 
DPH-DURG,21.2503,81.5444,838/7UP 
DPH-DURG,21.2503,81.5438,838/9UP 
DPH-DURG,21.2503,81.5431,838/11UP
DPH-DURG,21.2503,81.5425,838/13UP  
DPH-DURG,21.2503,81.5420,838/15UP  
DPH-DURG,21.2503,81.5414,838/17UP  
DPH-DURG,21.2503,81.5408,838/19UP  
DPH-DURG,21.2503,81.5403,838/21UP  
DPH-DURG,21.2503,81.5398,838/23UP  
DPH-DURG,21.2504,81.5391,838/25UP  
DPH-DURG,21.2504,81.5386,838/27UP  
DPH-DURG,21.2504,81.5379,838/29UP  
DPH-DURG,21.2505,81.5372,839/1UP   
DPH-DURG,21.2505,81.5367,839/3UP   
