SectionID,Latitude,Longitude,OHEMas
DPH-DURG,21.2505,81.5360,839/5UP   
DPH-DURG,21.2505,81.5354,839/7UP   
DPH-DURG,21.2505,81.5347,839/11UP  
DPH-DURG,21.2505,81.5341,839/13UP  
DPH-DURG,21.2504,81.5335,839/15UP  
DPH-DURG,21.2503,81.5329,839/17UP  
DPH-DURG,21.2502,81.5323,839/19UP  
DPH-DURG,21.2501,81.5317,839/21UP  
DPH-DURG,21.2500,81.5310,839/23UP  
DPH-DURG,21.2498,81.5304,839/25UP  
DPH-DURG,21.2496,81.5298,840/27UP  
DPH-DURG,21.2494,81.5292,839/29UP  
DPH-DURG,21.2492,81.5286,839/31UP  
DPH-DURG,21.2489,81.5280,839/33UP  
DPH-DURG,21.2486,81.5274,840/1UP   
DPH-DURG,21.2483,81.5267,840/3UP   
DPH-DURG,21.2481,81.5262,840/5UP   
DPH-DURG,21.2478,81.5255,840/7UP   
DPH-DURG,21.2475,81.5249,840/9UP   
DPH-DURG,21.2473,81.5243,840/11UP  
DPH-DURG,21.2470,81.5238,840/13UP  
DPH-DURG,21.2468,81.5232,840/17UP  
DPH-DURG,21.2465,81.5227,840/21NUP 
DPH-DURG,21.2463,81.5222,840/23NUP 
DPH-DURG,21.2462,81.5219,840/23/1UP
DPH-DURG,21.2459,81.5214,840/27UP  
DPH-DURG,21.2458,81.5210,840/29NUP 
DPH-DURG,21.2456,81.5207,840/31UP  
DPH-DURG,21.2454,81.5201,840/33NUP 
DPH-DURG,21.2452,81.5197,840/35NUP 
DPH-DURG,21.2450,81.5191,840/37UP  
DPH-DURG,21.2447,81.5185,841/1UP   
DPH-DURG,21.2444,81.5179,841/3UP   
DPH-DURG,21.2441,81.5173,841/5UP   
DPH-DURG,21.2439,81.5167,841/7UP   
DPH-DURG,21.2437,81.5163,841/9UP   
DPH-DURG,21.2435,81.5158,841/11UP  
DPH-DURG,21.2432,81.5152,841/13UP  
DPH-DURG,21.2429,81.5146,841/15UP  
DPH-DURG,21.2427,81.5140,841/17UP  
DPH-DURG,21.2425,81.5136,841/19NUP 
DPH-DURG,21.2422,81.5131,841/23NUP
DPH-DURG,21.2421,81.5128,841/23UP
DPH-DURG,21.2419,81.5124,841/25UP
DPH-DURG,21.2417,81.5119,841/27UP
DPH-DURG,21.2415,81.5114,841/29UP
DPH-DURG,21.2412,81.5109,841/31UP
DPH-DURG,21.2410,81.5103,841/33NUP
DPH-DURG,21.2408,81.5098,842/1UP 
DPH-DURG,21.2406,81.5094,842/3UP 
DPH-DURG,21.2404,81.5091,842/5NUP
DPH-DURG,21.2402,81.5086,842/5UP 
DPH-DURG,21.2399,81.5080,842/7UP 
DPH-DURG,21.2397,81.5074,842/9UP 
DPH-DURG,21.2394,81.5069,842/11UP
DPH-DURG,21.2392,81.5063,842/13UP
DPH-DURG,21.2389,81.5058,842/15UP
DPH-DURG,21.2386,81.5053,842/17UP
DPH-DURG,21.2383,81.5048,842/19UP
DPH-DURG,21.2380,81.5042,842/21UP
DPH-DURG,21.2376,81.5038,842/23UP
DPH-DURG,21.2373,81.5033,842/25UP
DPH-DURG,21.2369,81.5029,842/27UP
DPH-DURG,21.2365,81.5024,842/29UP
DPH-DURG,21.2361,81.5020,842/31UP
DPH-DURG,21.2357,81.5016,843/1UP 
DPH-DURG,21.2353,81.5011,843/3UP   
DPH-DURG,21.2349,81.5006,843/5UP 
DPH-DURG,21.2344,81.5002,843/7UP 
DPH-DURG,21.2339,81.4997,843/9UP 
DPH-DURG,21.2335,81.4992,843/11UP
DPH-DURG,21.2331,81.4988,843/13UP
DPH-DURG,21.2326,81.4983,84315UP 
DPH-DURG,21.2322,81.4979,843/17UP
DPH-DURG,21.2318,81.4975,843/19UP
DPH-DURG,21.2315,81.4970,843/21UP
DPH-DURG,21.2311,81.4966,843/23UP
DPH-DURG,21.2307,81.4961,843/25UP
DPH-DURG,21.2304,81.4956,843/27UP
DPH-DURG,21.2301,81.4951,843/29UP
DPH-DURG,21.2298,81.4946,844/1UP 
DPH-DURG,21.2295,81.4941,844/3UP 
DPH-DURG,21.2293,81.4936,844/5UP 
DPH-DURG,21.2290,81.4931,844/7UP 
DPH-DURG,21.2287,81.4925,844/9UP 
DPH-DURG,21.2285,81.4919,844/11UP
DPH-DURG,21.2282,81.4912,844/13UP
DPH-DURG,21.2279,81.4906,844/15UP
DPH-DURG,21.2276,81.4900,844/17UP
DPH-DURG,21.2273,81.4894,844/19UP
DPH-DURG,21.2271,81.4887,844/21UP
DPH-DURG,21.2268,81.4881,844/23UP
DPH-DURG,21.2265,81.4875,844/25UP
DPH-DURG,21.2262,81.4869,844/27UP
DPH-DURG,21.2259,81.4862,844/29UP
DPH-DURG,21.2257,81.4856,845/1UP 
DPH-DURG,21.2254,81.4850,845/3UP 
DPH-DURG,21.2251,81.4844,845/5UP 
DPH-DURG,21.2248,81.4837,845/7UP 
DPH-DURG,21.2245,81.4831,845/9UP 
DPH-DURG,21.2242,81.4825,845/11UP
DPH-DURG,21.2240,81.4818,845/13UP
DPH-DURG,21.2237,81.4812,845/15UP
DPH-DURG,21.2234,81.4806,845/17UP
DPH-DURG,21.2231,81.4800,845/19UP
DPH-DURG,21.2229,81.4794,845/21UP
DPH-DURG,21.2226,81.4788,845/23UP
DPH-DURG,21.2223,81.4782,845/25AUP
DPH-DURG,21.2222,81.4778,845/27UP
DPH-DURG,21.2219,81.4773,845/29UP
DPH-DURG,21.2217,81.4769,846/1UP 
DPH-DURG,21.2216,81.4766,846/3UP 
DPH-DURG,21.2214,81.4762,846/5UP 
DPH-DURG,21.2214,81.4760,846/7UP 
DPH-DURG,21.2212,81.4756,846/7UP 
DPH-DURG,21.2209,81.4750,846/9UP 
DPH-DURG,21.2206,81.4744,846/11UP
DPH-DURG,21.2203,81.4737,846/13UP
DPH-DURG,21.2201,81.4731,846/15UP
DPH-DURG,21.2198,81.4725,846/17UP
DPH-DURG,21.2195,81.4719,846/19UP
DPH-DURG,21.2192,81.4712,846/21UP
DPH-DURG,21.2189,81.4706,846/23UP
DPH-DURG,21.2187,81.4700,846/25UP
DPH-DURG,21.2184,81.4694,846/27UP
DPH-DURG,21.2181,81.4687,846/29UP
DPH-DURG,21.2179,81.4682,847/1UP 
DPH-DURG,21.2176,81.4676,847/3UP 
DPH-DURG,21.2173,81.4669,847/5UP 
DPH-DURG,21.2170,81.4663,847/7UP 
DPH-DURG,21.2167,81.4657,847/9UP 
DPH-DURG,21.2165,81.4652,847/11UP
DPH-DURG,21.2163,81.4648,847/11/1UP
DPH-DURG,21.2161,81.4643,847/13UP
DPH-DURG,21.2159,81.4637,847/15UP
DPH-DURG,21.2157,81.4633,847/17UP
DPH-DURG,21.2154,81.4627,847/19UP
DPH-DURG,21.2151,81.4621,847/21UP
DPH-DURG,21.2148,81.4615,847/23UP
DPH-DURG,21.2146,81.4608,847/25UP
DPH-DURG,21.2142,81.4602,847/27UP
DPH-DURG,21.2140,81.4597,848/1UP 
DPH-DURG,21.2137,81.4590,848/3UP 
DPH-DURG,21.2135,81.4584,848/5UP 
DPH-DURG,21.2132,81.4579,848/7UP 
DPH-DURG,21.2130,81.4574,848/9AUP  
DPH-DURG,21.2128,81.4570,848/11UP
DPH-DURG,21.2126,81.4566,848/13UP
DPH-DURG,21.2125,81.4561,848/15UP
DPH-DURG,21.2122,81.4556,848/17UP
DPH-DURG,21.2120,81.4552,848/19UP
DPH-DURG,21.2119,81.4549,848/19AUP
DPH-DURG,21.2117,81.4544,848/21UP
DPH-DURG,21.2115,81.4539,848/23UP
DPH-DURG,21.2113,81.4534,848/25UP
DPH-DURG,21.2111,81.4528,848/27UP
DPH-DURG,21.2109,81.4522,848/29UP
DPH-DURG,21.2107,81.4517,848/31UP
DPH-DURG,21.2106,81.4510,848/33UP
DPH-DURG,21.2105,81.4506,849/1UP 
DPH-DURG,21.2104,81.4500,849/3UP 
DPH-DURG,21.2103,81.4494,849/5UP 
DPH-DURG,21.2102,81.4488,849/7UP 
DPH-DURG,21.2102,81.4481,849/9UP 
DPH-DURG,21.2101,81.4474,849/11UP
DPH-DURG,21.2101,81.4467,849/13UP
DPH-DURG,21.2100,81.4460,849/15UP
DPH-DURG,21.2099,81.4453,849/17UP
DPH-DURG,21.2099,81.4446,849/19UP
DPH-DURG,21.2098,81.4440,849/21UP
DPH-DURG,21.2098,81.4436,849/23UP
DPH-DURG,21.2097,81.4431,849/25UP
DPH-DURG,21.2097,81.4427,849/27UP
DPH-DURG,21.2096,81.4421,849/29UP
DPH-DURG,21.2095,81.4415,849/31UP
DPH-DURG,21.2094,81.4409,850/1UP 
DPH-DURG,21.2093,81.4403,850/1AUP
DPH-DURG,21.2091,81.4397,850/3UP 
DPH-DURG,21.2089,81.4391,850/5UP 
DPH-DURG,21.2087,81.4386,850/7UP 
DPH-DURG,21.2086,81.4381,850/9UP 
DPH-DURG,21.2084,81.4376,850/11UP
DPH-DURG,21.2081,81.4370,850/13UP
DPH-DURG,21.2078,81.4364,850/15UP
DPH-DURG,21.2075,81.4358,850/17UP
DPH-DURG,21.2073,81.4351,850/19UP
DPH-DURG,21.2070,81.4346,850/19/1UP
DPH-DURG,21.2067,81.4339,850/21UP
DPH-DURG,21.2065,81.4333,850/23UP
DPH-DURG,21.2062,81.4327,850/25UP
DPH-DURG,21.2059,81.4321,851/1UP 
DPH-DURG,21.2056,81.4314,851/3UP 
DPH-DURG,21.2053,81.4308,851/5UP 
DPH-DURG,21.2051,81.4302,851/7UP 
DPH-DURG,21.2048,81.4296,851/9UP 
DPH-DURG,21.2045,81.4291,851/11NUP
DPH-DURG,21.2044,81.4288,851/13NUP
DPH-DURG,21.2043,81.4285,851/13N1UP
DPH-DURG,21.2042,81.4282,851/15NUP
DPH-DURG,21.2041,81.4280,851/15N/1UP
DPH-DURG,21.2039,81.4275,851/17/1UP
DPH-DURG,21.2036,81.4271,851/19/NUP
DPH-DURG,21.2034,81.4266,851/21NUP
DPH-DURG,21.2032,81.4262,851/23UP
DPH-DURG,21.2031,81.4258,851/25UP
DPH-DURG,21.2030,81.4254,851/27UP
DPH-DURG,21.2028,81.4250,851/29UP
DPH-DURG,21.2027,81.4245,851/31UP
DPH-DURG,21.2027,81.4240,851/33UP
DPH-DURG,21.2026,81.4235,851/35UP
DPH-DURG,21.2026,81.4230,852/1UP 
DPH-DURG,21.2026,81.4226,852/3UP 
DPH-DURG,21.2026,81.4221,852/5UP 
DPH-DURG,21.2027,81.4215,852/7UP 
DPH-DURG,21.2027,81.4211,852/9UP 
DPH-DURG,21.2028,81.4205,852/11UP
DPH-DURG,21.2029,81.4198,852/13UP
DPH-DURG,21.2030,81.4192,852/15UP
DPH-DURG,21.2030,81.4186,852/17UP
DPH-DURG,21.2031,81.4181,852/19UP
DPH-DURG,21.2032,81.4176,852/21AUP
DPH-DURG,21.2032,81.4171,852/23AUP 
DPH-DURG,21.2033,81.4166,852/25AUP
DPH-DURG,21.2033,81.4162,852/27UP
DPH-DURG,21.2034,81.4157,852/29UP
DPH-DURG,21.2034,81.4154,852/29UP
DPH-DURG,21.2035,81.4148,852/31NUP
DPH-DURG,21.2035,81.4144,852/33NUP
DPH-DURG,21.2036,81.4139,852/35NUP
DPH-DURG,21.2036,81.4134,852/35N/1UP
DPH-DURG,21.2037,81.4130,853/1NUP
DPH-DURG,21.2037,81.4126,853/3AUP
DPH-DURG,21.2038,81.4118,853/5UP 
DPH-DURG,21.2039,81.4111,853/7UP 
DPH-DURG,21.2040,81.4105,853/9UP 
DPH-DURG,21.2041,81.4098,853/11UP  
DPH-DURG,21.2041,81.4092,853/13UP
DPH-DURG,21.2042,81.4085,853/15UP
DPH-DURG,21.2043,81.4078,853/17UP
DPH-DURG,21.2044,81.4071,853/19UP
DPH-DURG,21.2045,81.4064,853/21UP
DPH-DURG,21.2046,81.4057,853/23UP
DPH-DURG,21.2046,81.4050,853/25UP
DPH-DURG,21.2047,81.4044,854/1AUP
DPH-DURG,21.2048,81.4037,854/3AUP
DPH-DURG,21.2048,81.4032,854/5NUP
DPH-DURG,21.2049,81.4026,854/7AUP
DPH-DURG,21.2049,81.4022,854/9NUP
DPH-DURG,21.2050,81.4017,854/9AUP
DPH-DURG,21.2050,81.4011,854/9A/1UP
DPH-DURG,21.2051,81.4004,854/11AUP
DPH-DURG,21.2052,81.3998,854/13AUP
DPH-DURG,21.2053,81.3991,85415AUP
DPH-DURG,21.2053,81.3985,854/17AUP
DPH-DURG,21.2054,81.3979,854/19AUP
DPH-DURG,21.2055,81.3972,854/21AUP
DPH-DURG,21.2056,81.3966,854/23AUP
DPH-DURG,21.2057,81.3959,854/25AUP
DPH-DURG,21.2057,81.3953,854/27AUP
DPH-DURG,21.2058,81.3946,855/1AUP
DPH-DURG,21.2059,81.3941,855/3AUP
DPH-DURG,21.2059,81.3936,855/5AUP
DPH-DURG,21.2060,81.3931,855/7AUP
DPH-DURG,21.2061,81.3925,855/9/1UP
DPH-DURG,21.2061,81.3921,855/9AUP
DPH-DURG,21.2062,81.3916,855/11AUP
DPH-DURG,21.2063,81.3909,855/13AUP
DPH-DURG,21.2063,81.3903,855/15AUP
DPH-DURG,21.2064,81.3896,855/17AUP
DPH-DURG,21.2065,81.3890,855/19AUP
DPH-DURG,21.2065,81.3884,855/21AUP
DPH-DURG,21.2066,81.3878,855/23AUP
DPH-DURG,21.2067,81.3872,855/25AUP
DPH-DURG,21.2068,81.3865,855/27AUP
DPH-DURG,21.2068,81.3858,856/1AUP
DPH-DURG,21.2069,81.3852,856/1A/1UP
DPH-DURG,21.2070,81.3846,856/3A/1UP
DPH-DURG,21.2071,81.3839,856/5AUP
DPH-DURG,21.2071,81.3833,856/7AUP
DPH-DURG,21.2072,81.3827,856/9AUP
DPH-DURG,21.2073,81.3821,856/11AUP 
DPH-DURG,21.2073,81.3815,856/13AU
DPH-DURG,21.2074,81.3809,856/15A/1UP
DPH-DURG,21.2075,81.3803,856/15AU
DPH-DURG,21.2075,81.3797,856/17AU
DPH-DURG,21.2076,81.3790,856/19AU
DPH-DURG,21.2077,81.3784,856/21AU
DPH-DURG,21.2077,81.3778,856/23AU
DPH-DURG,21.2078,81.3771,856/25AU
DPH-DURG,21.2079,81.3765,856/27AU
DPH-DURG,21.2079,81.3758,856/29AU
DPH-DURG,21.2080,81.3753,856/31AU
DPH-DURG,21.2081,81.3747,857/1AUP
DPH-DURG,21.2081,81.3742,857/3AUP
DPH-DURG,21.2082,81.3736,857/5AUP
DPH-DURG,21.2082,81.3730,857/7AUP
DPH-DURG,21.2082,81.3725,857/9AUP
DPH-DURG,21.2081,81.3720,857/11AUP
DPH-DURG,21.2081,81.3713,857/13AUP
DPH-DURG,21.2081,81.3707,857/15AUP
DPH-DURG,21.2080,81.3701,857/17AUP
DPH-DURG,21.2079,81.3695,857/19AUP
DPH-DURG,21.2078,81.3689,857/21AUP
DPH-DURG,21.2077,81.3683,857/23AUP
DPH-DURG,21.2075,81.3676,857/25AUP
DPH-DURG,21.2074,81.3670,857/27AUP
DPH-DURG,21.2073,81.3665,857/29AUP
DPH-DURG,21.2072,81.3658,857/31AUP
DPH-DURG,21.2070,81.3652,858/1A/1UP
DPH-DURG,21.2069,81.3645,858/3AUP
DPH-DURG,21.2068,81.3639,858/5AUP
DPH-DURG,21.2067,81.3634,858/7AUP
DPH-DURG,21.2066,81.3627,858/9AUP
DPH-DURG,21.2064,81.3621,858/11AUP
DPH-DURG,21.2063,81.3614,858/13AUP
DPH-DURG,21.2062,81.3608,858/15AUP
DPH-DURG,21.2061,81.3601,858/17AUP
DPH-DURG,21.2059,81.3595,858/17A/UP
DPH-DURG,21.2059,81.3591,858/19AUP
DPH-DURG,21.2058,81.3586,858/19A/UP
DPH-DURG,21.2057,81.3581,858/21AUP
DPH-DURG,21.2056,81.3576,858/23AUP
DPH-DURG,21.2054,81.3570,858/25AUP
DPH-DURG,21.2053,81.3563,858/27AUP
DPH-DURG,21.2052,81.3557,859/1AUP
DPH-DURG,21.2051,81.3552,859/1A/1UP
DPH-DURG,21.2049,81.3545,859/5AUP
DPH-DURG,21.2048,81.3539,859/7AUP
DPH-DURG,21.2047,81.3533,859/9AUP
DPH-DURG,21.2046,81.3526,859/11AUP
DPH-DURG,21.2045,81.3520,859/13AUP
DPH-DURG,21.2043,81.3514,859/13A/1UP
DPH-DURG,21.2042,81.3508,859/15AUP
DPH-DURG,21.2041,81.3503,859/17AUP
DPH-DURG,21.2040,81.3498,859/17A/1UP
DPH-DURG,21.2039,81.3492,859/19AUP
DPH-DURG,21.2038,81.3487,859/21AUP
DPH-DURG,21.2037,81.3482,859/23AUP
DPH-DURG,21.2036,81.3477,859/25NUP
DPH-DURG,21.2035,81.3470,859/27NUP
DPH-DURG,21.2034,81.3464,860/1UP 
DPH-DURG,21.2033,81.3458,860/3UP 
DPH-DURG,21.2031,81.3452,860/5NUP
DPH-DURG,21.2031,81.3450,860/5UP 
DPH-DURG,21.2030,81.3444,860/7UP 
DPH-DURG,21.2029,81.3439,860/9UP 
DPH-DURG,21.2028,81.3434,860/11UP
DPH-DURG,21.2027,81.3431,860/13UP
DPH-DURG,21.2026,81.3426,860/15UP
DPH-DURG,21.2026,81.3422,860/17UP
DPH-DURG,21.2025,81.3420,860/19UP
DPH-DURG,21.2024,81.3416,860/19/1UP
DPH-DURG,21.2023,81.3411,860/21UP
DPH-DURG,21.2022,81.3406,860/23NU
DPH-DURG,21.2022,81.3402,860/23N/1UP
DPH-DURG,21.2021,81.3398,860/25NUP
DPH-DURG,21.2020,81.3392,860/27UP
DPH-DURG,21.2019,81.3388,860/27N/1UP
DPH-DURG,21.2018,81.3383,860/29UP
DPH-DURG,21.2017,81.3378,860/31UP
DPH-DURG,21.2016,81.3373,861/1UP 
DPH-DURG,21.2015,81.3369,861/3UP 
DPH-DURG,21.2014,81.3363,861/5UP 
DPH-DURG,21.2013,81.3359,861/7UP 
DPH-DURG,21.2012,81.3352,861/9UP 
DPH-DURG,21.2010,81.3345,861/11UP
DPH-DURG,21.2009,81.3339,861/13UP
DPH-DURG,21.2008,81.3332,861/15UP
DPH-DURG,21.2007,81.3326,861/17UP
DPH-DURG,21.2006,81.3321,861/19UP
DPH-DURG,21.2005,81.3316,861/21UP
DPH-DURG,21.2004,81.3312,861/23NUP
DPH-DURG,21.2003,81.3308,861/23N/1UP
DPH-DURG,21.2002,81.3304,861/25/1
DPH-DURG,21.2002,81.3299,861/25NUP
DPH-DURG,21.2001,81.3294,861/27NUP
DPH-DURG,21.2000,81.3289,861/29UP
DPH-DURG,21.1998,81.3283,861/31/1UP
DPH-DURG,21.1998,81.3282,861/31UP
DPH-DURG,21.1998,81.3279,861/31AUP
DPH-DURG,21.1996,81.3273,862/1UP 
DPH-DURG,21.1996,81.3268,862/3UP 
DPH-DURG,21.1994,81.3261,862/5UP 
DPH-DURG,21.1993,81.3255,862/7UP 
DPH-DURG,21.1992,81.3248,862/9UP 
DPH-DURG,21.1991,81.3242,862/11UP
DPH-DURG,21.1990,81.3235,862/13UP
DPH-DURG,21.1988,81.3228,862/15UP
DPH-DURG,21.1986,81.3221,862/17UP
DPH-DURG,21.1985,81.3214,862/19UP
DPH-DURG,21.1983,81.3208,862/21UP
DPH-DURG,21.1982,81.3201,862/23UP
DPH-DURG,21.1981,81.3194,862/25UP
DPH-DURG,21.1980,81.3187,863/1UP 
DPH-DURG,21.1978,81.3181,863/3UP 
DPH-DURG,21.1977,81.3175,863/5UP 
DPH-DURG,21.1976,81.3168,863/7UP 
DPH-DURG,21.1974,81.3161,863/9UP 
DPH-DURG,21.1973,81.3154,863/11UP
DPH-DURG,21.1972,81.3148,863/13UP
DPH-DURG,21.1970,81.3141,863/15UP
DPH-DURG,21.1969,81.3134,863/17UP
DPH-DURG,21.1968,81.3127,863/19UP
DPH-DURG,21.1966,81.3120,863/21UP
DPH-DURG,21.1965,81.3114,863/23UP
DPH-DURG,21.1964,81.3107,863/25UP
DPH-DURG,21.1962,81.3100,863/27UP
DPH-DURG,21.1961,81.3093,863/29UP
DPH-DURG,21.1960,81.3087,864/1UP 
DPH-DURG,21.1959,81.3081,864/3UP 
DPH-DURG,21.1958,81.3076,864/5UP 
DPH-DURG,21.1957,81.3071,864/7UP 
DPH-DURG,21.1957,81.3066,864/9UP 
DPH-DURG,21.1957,81.3061,864/11UP
DPH-DURG,21.1957,81.3057,864/13UP
DPH-DURG,21.1957,81.3052,864/15UP
DPH-DURG,21.1958,81.3048,864/17UP
DPH-DURG,21.1958,81.3044,864/19NU
DPH-DURG,21.1959,81.3040,864/21NUP
DPH-DURG,21.1960,81.3036,864/23NUP
DPH-DURG,21.1961,81.3032,864/25UP
DPH-DURG,21.1963,81.3028,864/27UP
DPH-DURG,21.1964,81.3023,864/27NUP
DPH-DURG,21.1966,81.3019,864/29UP
DPH-DURG,21.1968,81.3013,864/31NUP
DPH-DURG,21.1970,81.3008,864/33UP  
DPH-DURG,21.1971,81.3004,864/35UP
DPH-DURG,21.1973,81.2999,864/37UP
DPH-DURG,21.1974,81.2995,865/1UP 
DPH-DURG,21.1976,81.2990,865/3UP 
DPH-DURG,21.1977,81.2986,865/5UP 
DPH-DURG,21.1979,81.2981,865/9UP 
DPH-DURG,21.1981,81.2976,86/11/1UP
DPH-DURG,21.1982,81.2973,865/13UP
DPH-DURG,21.1984,81.2969,865/17UP
DPH-DURG,21.1985,81.2965,865/19UP
DPH-DURG,21.1987,81.2960,865/21UP
DPH-DURG,21.1988,81.2956,865/23UP
DPH-DURG,21.1990,81.2951,865/25UP
DPH-DURG,21.1991,81.2948,865/27NUP
DPH-DURG,21.1992,81.2944,865/27UP
DPH-DURG,21.1993,81.2940,865/29UP
DPH-DURG,21.1994,81.2937,865/31UP
DPH-DURG,21.1995,81.2934,865/33UP
DPH-DURG,21.1997,81.2929,865/34UP
DPH-DURG,21.1998,81.2925,865/37UP
DPH-DURG,21.1999,81.2922,865/39UP
DPH-DURG,21.2002,81.2915,865/41UP
DPH-DURG,21.2004,81.2909,865/45UP
DPH-DURG,21.2006,81.2902,866/1UP 
DPH-DURG,21.2008,81.2897,866/3UP 
DPH-DURG,21.2010,81.2894,866/5UP 
DPH-DURG,21.2011,81.2891,866/7UP 
DPH-DURG,21.2012,81.2888,866/9UP 
DPH-DURG,21.2014,81.2885,866/11UP
DPH-DURG,21.2015,81.2882,866/13UP
DPH-DURG,21.2016,81.2878,866/15UP
DPH-DURG,21.2018,81.2873,866/17UP
DPH-DURG,21.2019,81.2870,866/19UP
DPH-DURG,21.2020,81.2867,866/21UP
DPH-DURG,21.2022,81.2864,866/23UP
DPH-DURG,21.2022,81.2862,866/23AUP
DPH-DURG,21.2024,81.2857,866/25AUP
DPH-DURG,21.2026,81.2852,866/27UP
DPH-DURG,21.2028,81.2847,866/29UP
DPH-DURG,21.2030,81.2841,866/31UP
